TILE,TAG_ID,SP,DBH_CM,sort,HEIGHT_M,L_D,Date,"CROWN 
HEIGHT","SCORCH 
HEIGHT",% SCORCH,new growth,NOTES,ERRORS
H-12,8484,PINPAL,2,a,1.7,L,4/13/23,1.9,2.1,100,Y,,
H-12,8485,PINPAL,6.4,a,7.5,L,4/13/23,3,7.5,100,Y,,
H-12,8487,PINPAL,4.5,a,5.8,L,4/13/23,2.6,5.8,100,Y,,
H-12,8488,PINPAL,2.6,a,2,L,4/13/23,1.8,2,100,Y,burnt needles,
H-12,8489,PINPAL,3.1,a,3.9,L,4/13/23,2.7,3.9,100,Y,burnt needles,
H-12,8490,PINPAL,3.4,a,3.9,L,4/13/23,3.2,3.9,100,Y,,
H-12,8491,PINPAL,4.1,a,4,L,4/13/23,3,4,100,Y,,
H-12,8474,PINPAL,13.7,y,9.6,L,4/13/23,5.2,9.6,100,NA,,
H-12,8477,PINPAL,17.4,y,11.8,L,4/13/23,6,11.8,100,NA,,
H-12,8401,PINPAL,6.7,a,7.5,L,4/13/23,3.2,7.5,99,Y,,
H-12,8403,PINPAL,9.2,a,9.3,L,4/13/23,3.6,9.3,99,Y,,
H-12,8425,PINPAL,6.4,a,6.8,L,4/13/23,3.7,6.8,99,Y,,
H-12,8428,PINPAL,8,a,9.9,L,4/13/23,4.7,9.9,99,NA,,
H-12,8432,PINPAL,5.2,a,6.3,L,4/13/23,3,6.3,99,Y,,
H-12,8449,PINPAL,6.4,a,5.7,L,4/13/23,4,5.7,99,Y,,
H-12,8466,PINPAL,7,a,6.5,L,4/13/23,2.3,6.5,99,Y,,
H-12,8483,PINPAL,6.5,a,9.2,L,4/13/23,4.1,9.2,99,Y,,
H-12,8492,PINPAL,4.8,a,6.4,L,4/13/23,2.8,6.4,99,Y,,
H-12,8501,PINPAL,5.2,a,6.1,L,4/13/23,3.9,6.1,99,Y,,
H-12,8421,PINPAL,7.4,a,8.6,L,4/13/23,3.5,8.6,95,Y,,
H-12,8422,PINPAL,7.1,a,8.1,L,4/13/23,4,8.1,95,Y,,
H-12,8423,PINPAL,9.9,a,9.2,L,4/13/23,4.5,9.2,95,Y,,
H-12,8426,PINPAL,7.1,a,8.8,L,4/13/23,3,8.8,95,Y,,
H-12,8446,PINPAL,4,a,4.9,L,4/13/23,3.2,4.9,95,Y,,
H-12,8502,PINPAL,6.6,a,9.8,L,4/13/23,5,9.8,95,Y,,
H-12,8427,PINPAL,11.6,y,12.4,L,4/13/23,7.1,12.4,95,NA,,
H-12,8471,PINPAL,22.7,z,14.9,L,4/5/23,4.2,15.1,95,NA,,
H-12,8476,PINPAL,31.2,z,21.6,L,4/5/23,6.9,18,95,NA,no tag,
H-12,8424,PINPAL,6.3,a,8.2,L,4/13/23,3.3,8.2,90,Y,,
H-12,8440,PINPAL,5.9,a,6.6,L,4/13/23,2.8,6.6,90,Y,,
H-12,8409,PINPAL,6.4,a,6.7,L,4/13/23,3.6,6.7,85,Y,,
H-12,8458,PINPAL,8.5,a,9.1,L,4/13/23,3.5,9.1,85,Y,,
H-12,8495,PINPAL,6.1,a,7,L,4/13/23,3.3,7,85,Y,,
H-12,8447,PINPAL,7.4,a,8.6,L,4/13/23,3.2,8.6,80,Y,,
H-12,8461,PINPAL,7.3,a,9.6,L,4/13/23,4.2,9.6,80,Y,,
H-12,8504,PINPAL,9.8,a,10.9,L,4/13/23,4.1,10.9,80,Y,,
H-12,8452,PINPAL,6.2,a,8.2,L,4/13/23,3.3,8.2,75,Y,,
H-12,8416,PINPAL,11.5,y,11,L,4/13/23,5.2,10.8,75,NA,,
H-12,8475,PINPAL,23.8,z,19.1,L,4/5/23,6.8,19.1,75,NA,,
H-12,8417,PINPAL,10.8,y,11.2,L,4/13/23,6.6,10.8,60,NA,,
H-12,8457,PINPAL,10.5,y,11.8,L,4/13/23,7.3,10.2,60,NA,,
H-12,8478,PINPAL,26.5,z,19.8,L,4/5/23,12,19.1,60,NA,,
H-12,8496,PINPAL,8.1,a,9.5,L,4/13/23,4.7,9.5,55,Y,,
H-12,8431,PINPAL,30.2,z,16.9,L,4/5/23,6.4,15.9,40,NA,,
H-12,8420,PINPAL,10.2,y,9.6,L,4/13/23,5.7,7.5,35,NA,,
H-12,8500,PINPAL,16.5,y,9.9,L,4/13/23,4.4,7.8,30,NA,,
H-12,8462,PINPAL,23.6,z,17.2,L,4/5/23,7.5,13.3,25,NA,,
H-12,8479,PINPAL,35,z,20.4,L,4/5/23,7.6,19.9,25,NA,,
H-12,8456,PINPAL,21.5,z,15.4,L,4/5/23,5.7,11.1,20,NA,,
H-12,8418,PINPAL,10.5,y,11,L,4/13/23,8,9.2,10,NA,,
H-12,8503,PINPAL,22.2,z,16.3,L,4/5/23,6.7,6.9,10,NA,,
H-12,8451,PINPAL,12.9,y,13.3,L,4/13/23,5.8,7.9,5,NA,,
H-12,8453,PINPAL,15.3,y,14.3,L,4/13/23,6.9,9.1,5,NA,,
H-12,8460,PINPAL,18.6,y,17.3,L,4/13/23,8.7,14,5,NA,,
H-12,8499,PINPAL,16.7,y,17.4,L,4/13/23,9.4,9.7,5,NA,,
H-12,8497,PINPAL,23,z,17.8,L,4/5/23,6.8,7.5,5,NA,,
H-12,8498,PINPAL,18.7,y,17.3,L,4/13/23,11.4,X,0,NA,,
K-04,4320,PINPAL,3.1,a,4,L,4/12/23,2.8,4,100,Y,,
K-04,4334,PINPAL,5.9,a,5.9,L,4/12/23,2.3,5.9,99,Y,,
K-04,4335,PINPAL,4.8,a,4.3,L,4/12/23,4,4.3,99,Y,,
K-04,4336,PINPAL,6.7,a,5.6,L,4/12/23,3,5.6,99,Y,,
K-04,4340,PINPAL,39.7,z,19.5,L,4/4/23,8.9,18.5,15,NA,,
K-04,4353,PINPAL,32.2,z,18.4,L,4/4/23,9.6,16.7,15,NA,,
K-04,4355,PINPAL,20.2,z,13.5,L,4/4/23,7.6,12.1,15,NA,,
K-04,4339,PINPAL,40.4,z,21.5,L,4/4/23,6.7,17.5,10,NA,,
K-04,4354,PINPAL,35.7,z,20,L,4/4/23,11.2,19,10,NA,,
K-04,4321,PINPAL,44.5,z,25.5,L,4/4/23,9.6,21.9,5,NA,,
K-05,196,PINPAL,7.4,a,6.9,L,4/12/23,3.1,4.7,1-5,NA,,
K-05,266,PINPAL,8,a,10,L,4/12/23,5.2,5.4,1-5,NA,,
K-05,267,PINPAL,5.6,a,4.5,L,4/12/23,2.8,3.4,1-5,Y,,
K-05,239,PINPAL,12.7,y,13.1,L,4/4/23,5.5,8.1,1-5,NA,,
K-05,241,PINPAL,10.2,y,11,L,4/4/23,4.2,6.5,1-5,NA,,
K-05,250,PINPAL,12.3,y,12.2,L,4/4/23,4.8,6,1-5,NA,,
K-05,220,PINPAL,22.7,z,17.6,L,4/4/23,7.2,9.4,1-5,NA,,
K-05,221,PINPAL,21.4,z,18.4,L,4/4/23,10.6,12.2,1-5,NA,,
K-05,222,PINPAL,21.4,z,16.6,L,4/4/23,5,7.3,1-5,NA,,
K-05,206,PINPAL,11.5,y,11.6,L,4/12/23,5,5,<1,NA,,
K-05,195,PINPAL,6.2,a,6,L,4/12/23,2,6,99,Y,,
K-05,213,PINPAL,2,a,1.9,L,4/12/23,1.1,1.9,99,Y,,
K-05,203,PINPAL,2.8,a,2.8,L,4/12/23,2.8,2.8,95,Y,,
K-05,208,PINPAL,3.1,a,3,L,4/12/23,1.3,3,95,Y,,
K-05,274,PINPAL,2.8,a,3.1,L,4/12/23,2.3,3.1,95,Y,,
K-05,252,PINPAL,5.7,a,5.9,L,4/12/23,2.2,5.9,80,Y,,
K-05,247,PINPAL,3,a,3.2,L,4/12/23,1.9,3.2,75,Y,,
K-05,243,PINPAL,5.3,a,5.7,L,4/12/23,2.8,5.7,70,NA,,
K-05,205,PINPAL,2.6,a,2.2,L,4/12/23,1.7,2.2,65,NA,,
K-05,210,PINPAL,3.5,a,4.8,L,4/12/23,2.5,4.8,50,Y,,
K-05,244,PINPAL,6,a,6.7,L,4/12/23,3.2,4.9,40,NA,,
K-05,269,PINPAL,6.6,a,8.5,L,4/12/23,2.8,7.1,40,NA,,
K-05,265,PINPAL,2.2,a,1.9,L,4/12/23,1.6,1.9,30,N,,
K-05,232,PINPAL,3.3,a,3.5,L,4/12/23,1.9,3.5,25,NA,,
K-05,197,PINPAL,9.3,a,9.8,L,4/12/23,3.4,8.2,20,NA,,
K-05,198,PINPAL,6.4,a,6,L,4/12/23,2.3,4.7,20,Y,,
K-05,211,PINPAL,4.3,a,6.4,L,4/12/23,2.6,4.5,20,Y,,
K-05,235,PINPAL,2.7,a,2.4,L,4/12/23,2,2.4,20,Y,,
K-05,275,PINPAL,3.7,a,4.5,L,4/12/23,2.5,4.7,20,NA,,
K-05,194,PINPAL,47.7,z,22.4,L,4/4/23,9.2,19.9,20,NA,,
K-05,268,PINPAL,8.5,a,10.9,L,4/12/23,5.6,7,15,NA,,
K-05,273,PINPAL,8.4,a,9.8,L,4/12/23,5,5.5,10,Y,,
K-05,257,PINPAL,37.7,z,19.4,L,4/4/23,7,19.4,10,NA,,
K-05,234,PINPAL,3,a,3.1,L,4/12/23,2,3.1,5,Y,,
K-05,236,PINPAL,3.2,a,2.9,L,4/12/23,1.5,2.9,5,Y,,
K-05,240,PINPAL,7.5,a,7.6,L,4/12/23,3.2,4,5,NA,,
K-05,251,PINPAL,6.6,a,9.6,L,4/12/23,4.1,5.1,5,NA,,
K-05,228,PINPAL,11.6,y,11.4,L,4/4/23,4.5,7.5,5,NA,,
K-05,233,PINPAL,12.6,y,12.9,L,4/4/23,4.7,6,5,NA,burnt needles,
K-05,238,PINPAL,15.5,y,14.5,L,4/4/23,4.8,7.8,5,NA,,
K-05,242,PINPAL,13.8,y,11.8,L,4/4/23,4.4,4.9,5,NA,,
K-05,254,PINPAL,13.3,y,12.4,L,4/4/23,3.9,6.1,5,NA,,
K-05,262,PINPAL,16,y,14.6,L,4/4/23,6.2,8.3,5,NA,,
K-05,271,PINPAL,13.7,y,13.3,L,4/4/23,6.3,8.9,5,NA,,
K-05,270,PINPAL,16.6,y,16.8,L,4/4/23,9.4,0,0,NA,,
L-04,14882,PINPAL,46.3,z,23.7,L,4/5/23,10.8,11.9,1-5,NA,,
L-04,14883,PINPAL,39.2,z,23.2,L,4/5/23,9.9,11.3,1-5,NA,,
L-04,14911,PINPAL,20,z,18.3,L,4/5/23,6.1,9,1-5,NA,,
L-04,14912,PINPAL,32.6,z,21.8,L,4/5/23,7.8,11,1-5,NA,,
L-04,14940,PINPAL,2.3,a,2.4,L,4/5/23,1.4,2.4,100,NA,,
L-04,14955,PINPAL,3.1,a,2.8,L,4/5/23,2.1,2.8,100,NA,,
L-04,14978,PINPAL,2.1,a,1.7,L,4/5/23,1.2,1.7,100,NA,,
L-04,14979,PINPAL,2.5,a,1.8,L,4/5/23,1.2,1.8,100,NA,,
L-04,14984,PINPAL,2,a,1.8,L,4/5/23,0.8,1.8,100,NA,,
L-04,14935,PINPAL,1.8,a,1.7,L,4/5/23,1.5,1.7,95,NA,,
L-04,14936,PINPAL,2.6,a,3.4,L,4/5/23,2.8,3.4,95,NA,,
L-04,14941,PINPAL,5.3,a,5.8,L,4/5/23,3,5.8,95,NA,,
L-04,14954,PINPAL,3.8,a,2.5,L,4/5/23,2.1,2.5,95,NA,,
L-04,14956,PINPAL,3.7,a,4.2,L,4/5/23,1.8,4.2,65,NA,,
L-04,14958,PINPAL,6.7,a,7.3,L,4/5/23,2.9,7.3,60,NA,,
L-04,14886,PINPAL,6.8,a,9.1,L,4/5/23,3.2,8.5,30,NA,,
L-04,14957,PINPAL,4.4,a,4.3,L,4/5/23,2.6,4.2,30,NA,,
L-04,14951,PINPAL,4.5,a,4.2,L,4/5/23,2.4,3.7,20,NA,,
L-04,14930,PINPAL,3,a,2.4,L,4/5/23,1.5,2,10,NA,,
L-04,14989,PINPAL,38.9,z,20.9,L,4/5/23,9.1,19.5,10,NA,,
L-04,14880,PINPAL,47.6,z,23.7,L,4/5/23,7.9,11.2,5,NA,,
L-04,14919,PINPAL,33.6,z,20.9,L,4/5/23,8.9,18.9,5,NA,,
L-04,14888,PINPAL,2.3,a,3.2,L,4/5/23,1.7,1.7,1,NA,,
L-04,14887,PINPAL,5.3,a,9.2,L,4/5/23,4.5,0,0,NA,,
L-04,14920,PINPAL,7,a,8.1,L,4/5/23,3.3,0,0,NA,,
L-04,14889,PINPAL,31.7,z,19.7,L,4/5/23,6,X,0,NA,,
L-04,14910,PINPAL,24.8,z,17.4,L,4/5/23,10.3,X,0,NA,,
L-05,14674,PINPAL,3.7,a,2.4,L,4/12/23,2.2,2.7,1-5,NA,,
L-05,14696,PINPAL,9.3,a,9,L,4/12/23,3.5,6,1-5,NA,,
L-05,14653,PINPAL,4.9,a,6,L,4/12/23,2.7,3.9,<1,Y,,
L-05,14828,PINPAL,2.6,a,3.1,L,4/12/23,2.1,3.1,100,Y,,
L-05,14678,PINPAL,3.5,a,4.3,L,4/12/23,1.8,3.4,25,NA,,
L-05,14676,PINPAL,7.7,a,8.3,L,4/12/23,4.2,7.9,20,NA,,
L-05,14679,PINPAL,3.2,a,3.4,L,4/12/23,2.1,3.4,20,Y,,
L-05,14680,PINPAL,3.6,a,4.8,L,4/12/23,3.1,3.9,20,Y,,
L-05,14812,PINPAL,4.5,a,6.4,L,4/12/23,3.4,6.4,15,Y,,
L-05,14673,PINPAL,3.2,a,3.1,L,4/12/23,1.8,2.8,10,Y,,
L-05,14652,PINPAL,16.9,y,15.3,L,4/4/23,5.8,16.9,10,NA,,
L-05,14813,PINPAL,3.3,a,2,L,4/12/23,1.7,1.7,5,Y,leaning,
L-05,14814,PINPAL,4.1,a,5.2,L,4/12/23,2,3.7,5,NA,,
L-05,14649,PINPAL,13.2,y,13.4,L,4/4/23,5.5,13.4,5,NA,,
L-05,14655,PINPAL,24.3,z,14.2,L,4/4/23,6.2,7.4,5,NA,,
L-05,14700,PINPAL,13.2,y,13.4,L,4/4/23,6,6,1,NA,,
L-05,14804,PINPAL,19.3,y,17.3,L,4/4/23,9.1,13.6,1,NA,,
L-05,14694,PINPAL,27.6,z,8.4,L,4/4/23,5,7.1,1,NA,,
L-05,14648,PINPAL,4.2,a,12.3,L,4/12/23,2.8,X,0,Y,,
L-05,14675,PINPAL,6.2,a,7.3,L,4/12/23,2.4,X,0,NA,,
L-05,14683,PINPAL,8.7,a,10.2,L,4/12/23,4.1,X,0,NA,,
L-05,14685,PINPAL,3.3,a,4.5,L,4/12/23,2.6,X,0,Y,,
L-05,14677,PINPAL,10.6,y,12.5,L,4/4/23,5.1,X,0,NA,,
L-05,14807,PINPAL,17.5,y,15,L,4/4/23,6.5,X,0,NA,,
L-05,14656,PINPAL,40.8,z,20.7,L,4/4/23,11.6,X,0,NA,,
L-05,14660,PINPAL,24.2,z,15.3,L,4/4/23,8.4,X,0,NA,,
L-05,14669,PINPAL,34.7,z,18.1,L,4/4/23,9.5,X,0,NA,,
L-05,14670,PINPAL,36.4,z,16,L,4/4/23,8.2,X,0,NA,,
L-05,14672,PINPAL,26.4,z,22.9,L,4/4/23,13.5,X,0,NA,,
L-06,15055,PINPAL,4.5,a,5.9,L,4/12/23,2.2,3,1-5,NA,,
L-06,15064,PINPAL,3,a,3.5,L,4/12/23,2.4,3.5,50,Y,,
L-06,15006,PINPAL,6.3,a,8.5,L,4/12/23,3.9,4.4,10,NA,,
L-06,15061,PINPAL,4.1,a,4.8,L,4/12/23,3.4,X,0,Y,,
L-06,15063,PINPAL,6.2,a,8.1,L,4/12/23,3.6,X,0,Y,,
L-06,15062,PINPAL,11.4,y,14.9,L,4/12/23,9.4,X,0,NA,,
L-06,15075,PINPAL,16.7,y,17.4,L,4/12/23,8.7,X,0,NA,,
L-06,15076,PINPAL,16.5,y,16.5,L,4/12/23,8.6,X,0,NA,,
L-06,15013,PINPAL,22.1,z,19.4,L,4/12/23,9.6,X,0,NA,,
L-06,15016,PINPAL,34.4,z,18,L,4/12/23,9.2,X,0,NA,,
L-06,15017,PINPAL,20.9,z,15.8,L,4/12/23,13.5,X,0,NA,,
L-06,15065,PINPAL,22.1,z,18.8,L,4/12/23,10.5,X,0,NA,,
L-06,15070,PINPAL,40.7,z,18.3,L,4/12/23,9.7,X,0,NA,,
M-04,15591,PINPAL,7.3,a,8.8,L,4/12/23,5.6,6.1,1-5,NA,,
M-04,15576,PINPAL,3.4,a,2.7,L,4/12/23,2.3,2.7,25,Y,,
M-04,15366,PINPAL,4.7,a,6.9,L,4/12/23,3.8,6.9,5,NA,,
M-04,15372,PINPAL,9,a,12.5,L,4/12/23,4.3,5.6,5,NA,,
M-04,15577,PINPAL,4.7,a,5.5,L,4/12/23,2.9,2.9,5,NA,,
M-04,15578,PINPAL,4.7,a,4,L,4/12/23,1.8,3.6,5,NA,,
M-04,15581,PINPAL,3,a,3.4,L,4/12/23,2.7,3.4,5,Y,,
M-04,15582,PINPAL,5.2,a,5.9,L,4/12/23,4.9,X,0,NA,,
M-04,15549,PINPAL,40.6,z,20.2,L,4/12/23,10.4,X,0,NA,,
M-04,15550,PINPAL,49.4,z,23.9,L,4/12/23,11.2,X,0,NA,,
M-05,15739,PINPAL,5.5,a,7.5,L,4/12/23,4,4.3,1-5,NA,,
M-05,15744,PINPAL,5,a,6.3,L,4/12/23,2.7,4.2,1-5,NA,,
M-05,15743,PINPAL,2.7,a,2.7,L,4/12/23,1.8,2.7,45,NA,,
M-05,15731,PINPAL,5.2,a,6.1,L,4/12/23,2.8,4.6,15,Y,,
M-05,15733,PINPAL,3.6,a,4.8,L,4/12/23,2.8,3.7,15,NA,,
M-05,15732,PINPAL,5,a,5.4,L,4/12/23,2.6,5.4,10,Y,,
M-05,15597,PINPAL,8.7,a,7.9,L,4/12/23,4.6,4.4,5,NA,,
M-05,15703,PINPAL,4.1,a,7.6,L,4/12/23,3.7,4.7,5,NA,,
M-05,15740,PINPAL,3.1,a,3.1,L,4/12/23,1.6,2.7,5,NA,,
M-05,15741,PINPAL,3.6,a,4,L,4/12/23,2.4,3.8,5,NA,,
M-05,15769,PINPAL,2.2,a,2.7,L,4/12/23,1.8,2.3,5,Y,,
M-05,15770,PINPAL,4.3,a,5.7,L,4/12/23,3.2,4,5,NA,,
M-05,15772,PINPAL,4.4,a,5.5,L,4/12/23,2.8,3.8,5,NA,,
M-05,15773,PINPAL,3.2,a,2.9,L,4/12/23,1.6,2.9,5,NA,,
M-05,15774,PINPAL,5.5,a,5.2,L,4/12/23,2.1,5,5,Y,,
M-05,15771,PINPAL,4.2,a,5.4,L,4/12/23,3.1,3.1,1,NA,,
M-05,15747,PINPAL,9.1,a,12.2,L,4/12/23,6,X,0,NA,,
M-05,15777,PINPAL,2.5,a,2.8,L,4/12/23,1.6,X,0,NA,,
M-05,15736,PINPAL,54.1,z,23.3,L,4/12/23,9.9,X,0,NA,,
M-06,15838,PINPAL,7.4,a,10.1,L,4/12/23,4.7,5.7,1-5,Y,,
M-06,15859,PINPAL,9.7,a,11.1,L,4/12/23,7.2,9.8,1-5,NA,,
M-06,15694,PINPAL,1.9,a,1.9,L,4/12/23,1.4,1.9,<1,Y,,
M-06,15809,PINPAL,3.7,a,3.1,L,4/12/23,2.6,3.1,100,Y,,
M-06,15835,PINPAL,4,a,4.2,L,4/12/23,3.3,4.2,80,NA,,
M-06,15823,PINPAL,5.4,a,7.7,L,4/12/23,4.4,7.1,75,Y,,
M-06,15858,PINPAL,4.7,a,5.6,L,4/12/23,3.2,5.6,75,NA,,
M-06,15813,PINPAL,7.9,a,7.4,L,4/12/23,4.2,7.4,50,Y,,
M-06,15866,PINPAL,7.1,a,8.6,L,4/12/23,5.7,8,35,NA,,
M-06,15877,PINPAL,4.4,a,3.6,L,4/12/23,1.7,3.6,30,NA,,
M-06,15678,PINPAL,2.1,a,2,L,4/12/23,2.4,2.6,25,Y,,
M-06,15814,PINPAL,9.4,a,11.7,L,4/12/23,3.8,6.5,25,Y,,
M-06,15839,PINPAL,7.5,a,8.5,L,4/12/23,4.1,5.9,20,Y,,
M-06,15860,PINPAL,4.9,a,6.1,L,4/12/23,3,5.5,15,Y,,
M-06,15876,PINPAL,7,a,8.9,L,4/12/23,4.5,8.9,15,Y,,
M-06,15834,PINPAL,6.4,a,3.2,L,4/12/23,3.1,3,10,Y,bent down towards ground,
M-06,15863,PINPAL,5,a,5.5,L,4/12/23,2.8,4.4,10,Y,,
M-06,15833,PINPAL,5.5,a,6.4,L,4/12/23,3.5,4.4,5,Y,,
M-06,15837,PINPAL,6.6,a,7.9,L,4/12/23,4.7,5.9,5,NA,,
M-06,15864,PINPAL,7.6,a,10.1,L,4/12/23,5.4,5.5,5,NA,,
M-06,15874,PINPAL,16.4,y,16.6,L,4/4/23,8.8,8.9,5,NA,,
M-06,15875,PINPAL,15.7,y,15.9,L,4/4/23,9.7,8.7,5,NA,,
M-06,15862,PINPAL,5.5,a,8.1,L,4/12/23,5,5.2,1,Y,,
M-06,15868,PINPAL,6.3,a,10.4,L,4/12/23,5.8,X,0,NA,,
M-06,15815,PINPAL,18.6,y,17.5,L,4/4/23,8.8,X,0,NA,,
M-06,15822,PINPAL,17.8,y,17.1,L,4/4/23,8,X,0,NA,,
M-06,15836,PINPAL,13.9,y,15.3,L,4/4/23,7.1,X,0,NA,,
M-06,15861,PINPAL,12.4,y,13.5,L,4/4/23,7.6,X,0,NA,,
M-06,15867,PINPAL,16.2,y,16.7,L,4/4/23,7.2,X,0,NA,,
M-06,15801,PINPAL,47.1,z,24.4,L,4/4/23,11.7,X,0,NA,,
M-06,15812,PINPAL,22.8,z,19.5,L,4/4/23,11,X,0,NA,,
M-06,15819,PINPAL,48.6,z,25.9,L,4/4/23,12.8,X,0,NA,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
